Time/S,Force/N
659.76,-2.654982
659.77,-2.652319
659.78,-2.648481
659.79,-2.645826
659.8,-2.645699
659.81,-2.646796
659.82,-2.646089
659.83,-2.643697
659.84,-2.642608
659.85,-2.643387
659.86,-2.643387
659.87,-2.640955
659.88,-2.637529
659.89,-2.636186
659.9,-2.638181
659.91,-2.640486
659.92,-2.638737
659.93,-2.632213
659.94,-2.624806
659.95,-2.621555
659.96,-2.623129
659.97,-2.624559
659.98,-2.621484
659.99,-2.615722
660,-2.612305
660.01,-2.612543
660.02,-2.61275
660.03,-2.60965
660.04,-2.604572
660.05,-2.600868
660.06,-2.599041
660.07,-2.596847
660.08,-2.592929
660.09,-2.588471
660.1,-2.585594
660.11,-2.584473
660.12,-2.582367
660.13,-2.577607
660.14,-2.572854
660.15,-2.571948
660.16,-2.57473
660.17,-2.576812
660.18,-2.574817
660.19,-2.570597
660.2,-2.568245
660.21,-2.56869
660.22,-2.569334
660.23,-2.567053
660.24,-2.562507
660.25,-2.560202
660.26,-2.561887
660.27,-2.56424
660.28,-2.564629
660.29,-2.563794
660.3,-2.563421
660.31,-2.564192
660.32,-2.565233
660.33,-2.564287
660.34,-2.560933
660.35,-2.558382
660.36,-2.559296
660.37,-2.562396
660.38,-2.565384
660.39,-2.568118
660.4,-2.571193
660.41,-2.573903
660.42,-2.575564
660.43,-2.576725
660.44,-2.578775
660.45,-2.582486
660.46,-2.586325
660.47,-2.588248
660.48,-2.589496
660.49,-2.592953
660.5,-2.598007
660.51,-2.600996
660.52,-2.600463
660.53,-2.598246
660.54,-2.596871
660.55,-2.597777
660.56,-2.600137
660.57,-2.601886
660.58,-2.60299
660.59,-2.60609
660.6,-2.611883
660.61,-2.617002
660.62,-2.618829
660.63,-2.618353
660.64,-2.617796
660.65,-2.618909
660.66,-2.621643
660.67,-2.624083
660.68,-2.624981
660.69,-2.624989
660.7,-2.624806
660.71,-2.623566
660.72,-2.620689
660.73,-2.618162
660.74,-2.617796
660.75,-2.619195
660.76,-2.621285
660.77,-2.622477
660.78,-2.621905
660.79,-2.621857
660.8,-2.62483
660.81,-2.628581
660.82,-2.628843
660.83,-2.624877
660.84,-2.62057
660.85,-2.620641
660.86,-2.624631
660.87,-2.626808
660.88,-2.623971
660.89,-2.619712
660.9,-2.619116
660.91,-2.622016
660.92,-2.624345
660.93,-2.62394
660.94,-2.621555
660.95,-2.618933
660.96,-2.61844
660.97,-2.620975
660.98,-2.623852
660.99,-2.624504
661,-2.624138
661.01,-2.624416
661.02,-2.624591
661.03,-2.623439
661.04,-2.621166
661.05,-2.619251
661.06,-2.61929
661.07,-2.621245
661.08,-2.623812
661.09,-2.625545
661.1,-2.625736
661.11,-2.625386
661.12,-2.626475
661.13,-2.628573
661.14,-2.629066
661.15,-2.627953
661.16,-2.627643
661.17,-2.627985
661.18,-2.626665
661.19,-2.623081
661.2,-2.619171
661.21,-2.616668
661.22,-2.615293
661.23,-2.613505
661.24,-2.610946
661.25,-2.608697
661.26,-2.60671
661.27,-2.603992
661.28,-2.60098
661.29,-2.598421
661.3,-2.596029
661.31,-2.593191
661.32,-2.589512
661.33,-2.585697
661.34,-2.58348
661.35,-2.583098
661.36,-2.582176
661.37,-2.579268
661.38,-2.576144
661.39,-2.574285
661.4,-2.572377
661.41,-2.56892
661.42,-2.563882
661.43,-2.558358
661.44,-2.554925
661.45,-2.554917
661.46,-2.555124
661.47,-2.551794
661.48,-2.545508
661.49,-2.539452
661.5,-2.536051
661.51,-2.53528
661.52,-2.534572
661.53,-2.532109
661.54,-2.529732
661.55,-2.529176
661.56,-2.528079
661.57,-2.524106
661.58,-2.518765
661.59,-2.514219
661.6,-2.511581
661.61,-2.510754
661.62,-2.508656
661.63,-2.503379
661.64,-2.498539
661.65,-2.497816
661.66,-2.498825
661.67,-2.496926
661.68,-2.491419
661.69,-2.485967
661.7,-2.483646
661.71,-2.482549
661.72,-2.479148
661.73,-2.473728
661.74,-2.46919
661.75,-2.466941
661.76,-2.465113
661.77,-2.461267
661.78,-2.455401
661.79,-2.449894
661.8,-2.446524
661.81,-2.444394
661.82,-2.440437
661.83,-2.432378
661.84,-2.420632
661.85,-2.404849
661.86,-2.381476
661.87,-2.347938
661.88,-2.304204
661.89,-2.250083
661.9,-2.186982
661.91,-2.119716
661.92,-2.053205
661.93,-1.990636
661.94,-1.934369
661.95,-1.885589
661.96,-1.843905
661.97,-1.808341
661.98,-1.778007
661.99,-1.752289
662,-1.730482
662.01,-1.711591
662.02,-1.694274
662.03,-1.676639
662.04,-1.655189
662.05,-1.621509
662.06,-1.558113
662.07,-1.443028
662.08,-1.266456
662.09,-1.04115
662.1,-0.7907152
662.11,-0.5327702
662.12,-0.2777815
662.13,-0.03708998
662.14,0.175341
662.15,0.3533999
662.16,0.5102794
662.17,0.6663879
662.18,0.826319
662.19,0.9832859
662.2,1.135302
662.21,1.282668
662.22,1.421173
662.23,1.545429
662.24,1.65387
662.25,1.749333
662.26,1.835402
662.27,1.911545
662.28,1.974002
662.29,2.022139
662.3,2.060509
662.31,2.093299
662.32,2.120312
662.33,2.140395
662.34,2.154859
662.35,2.166557
662.36,2.178105
662.37,2.189922
662.38,2.199793
662.39,2.207088
662.4,2.214694
662.41,2.224914
662.42,2.236199
662.43,2.245092
662.44,2.251124
662.45,2.257442
662.46,2.265263
662.47,2.271549
662.48,2.274887
662.49,2.278924
662.5,2.286196
662.51,2.293801
662.52,2.298347
662.53,2.300366
662.54,2.302535
662.55,2.306326
662.56,2.311492
662.57,2.316777
662.58,2.320679
662.59,2.323008
662.6,2.325662
662.61,2.329365
662.62,2.332338
662.63,2.334269
662.64,2.337154
662.65,2.341469
662.66,2.345419
662.67,2.347596
662.68,2.348638
662.69,2.350163
662.7,2.352802
662.71,2.35579
662.72,2.358119
662.73,2.359565
662.74,2.361425
662.75,2.365104
662.76,2.370365
662.77,2.375412
662.78,2.378654
662.79,2.380538
662.8,2.382024
662.81,2.382509
662.82,2.380943
662.83,2.378122
662.84,2.376525
662.85,2.377605
662.86,2.38022
662.87,2.381953
662.88,2.381825
662.89,2.380713
662.9,2.379497
662.91,2.378941
662.92,2.379068
662.93,2.377693
662.94,2.374101
662.95,2.371176
662.96,2.370421
662.97,2.37031
662.98,2.369833
662.99,2.36992
663,2.371136
663.01,2.372019
663.02,2.370977
663.03,2.368323
663.04,2.365859
663.05,2.365144
663.06,2.365796
663.07,2.365994
663.08,2.365327
663.09,2.365987
663.1,2.369046
663.11,2.372313
663.12,2.373266
663.13,2.372225
663.14,2.371335
663.15,2.371867
663.16,2.372495
663.17,2.371248
663.18,2.368371
663.19,2.365931
663.2,2.365088
663.21,2.365422
663.22,2.36613
663.23,2.367083
663.24,2.368696
663.25,2.370381
663.26,2.370954
663.27,2.370914
663.28,2.371995
663.29,2.374061
663.3,2.37542
663.31,2.37542
663.32,2.375023
663.33,2.375324
663.34,2.376477
663.35,2.377939
663.36,2.37941
663.37,2.379759
663.38,2.376763
663.39,2.371065
663.4,2.366209
663.41,2.363793
663.42,2.362243
663.43,2.35943
663.44,2.355369
663.45,2.352492
663.46,2.352802
663.47,2.354781
663.48,2.354614
663.49,2.350934
663.5,2.346675
663.51,2.34495
663.52,2.343893
663.53,2.339649
663.54,2.333593
663.55,2.33074
663.56,2.332155
663.57,2.334023
663.58,2.333315
663.59,2.331432
663.6,2.331471
663.61,2.332664
663.62,2.331448
663.63,2.327522
663.64,2.324263
663.65,2.324064
663.66,2.325416
663.67,2.325733
663.68,2.325924
663.69,2.32846
663.7,2.332648
663.71,2.335461
663.72,2.335334
663.73,2.333538
663.74,2.332608
663.75,2.333419
663.76,2.334094
663.77,2.333419
663.78,2.333419
663.79,2.336709
663.8,2.343361
663.81,2.351046
663.82,2.356577
663.83,2.357896
663.84,2.356211
663.85,2.355091
663.86,2.356283
663.87,2.357348
663.88,2.355726
663.89,2.353382
663.9,2.352977
663.91,2.352731
663.92,2.350521
663.93,2.348018
663.94,2.348105
663.95,2.351117
663.96,2.354598
663.97,2.356108
663.98,2.355989
663.99,2.356386
664,2.359144
664.01,2.364755
664.02,2.371176
664.03,2.374951
664.04,2.376143
664.05,2.379274
664.06,2.386085
664.07,2.391911
664.08,2.392848
664.09,2.391871
664.1,2.393174
664.11,2.395678
664.12,2.396297
664.13,2.395399
664.14,2.395654
664.15,2.397982
664.16,2.401241
664.17,2.404459
664.18,2.407249
664.19,2.408807
664.2,2.408735
664.21,2.407829
664.22,2.407432
664.23,2.408123
664.24,2.409633
664.25,2.411246
664.26,2.412399
664.27,2.413265
664.28,2.414243
664.29,2.414862
664.3,2.414799
664.31,2.414719
664.32,2.414664
664.33,2.413813
664.34,2.412669
664.35,2.412923
664.36,2.414521
664.37,2.415562
664.38,2.415029
664.39,2.414234
664.4,2.41495
664.41,2.416587
664.42,2.416301
664.43,2.412446
664.44,2.407161
664.45,2.403911
664.46,2.403108
664.47,2.40198
664.48,2.399492
664.49,2.396894
664.5,2.394144
664.51,2.390981
664.52,2.388668
664.53,2.38692
664.54,2.383685
664.55,2.379115
664.56,2.375507
664.57,2.37302
664.58,2.370079
664.59,2.367306
664.6,2.366455
664.61,2.366543
664.62,2.365263
664.63,2.362426
664.64,2.35947
664.65,2.356974
664.66,2.354058
664.67,2.349957
664.68,2.344934
664.69,2.339609
664.7,2.335048
664.71,2.332075
664.72,2.329516
664.73,2.32621
664.74,2.323763
664.75,2.324335
664.76,2.327212
664.77,2.328817
664.78,2.326083
664.79,2.320297
664.8,2.315267
664.81,2.312072
664.82,2.309036
664.83,2.305357
664.84,2.302345
664.85,2.301431
664.86,2.301359
664.87,2.299325
664.88,2.294914
664.89,2.290471
664.9,2.287372
664.91,2.284797
664.92,2.28188
664.93,2.278638
664.94,2.275467
664.95,2.27383
664.96,2.274847
664.97,2.276731
664.98,2.277168
664.99,2.277112
665,2.278527
665.01,2.279456
665.02,2.276325
665.03,2.269705
665.04,2.263959
665.05,2.26179
665.06,2.262759
665.07,2.264468
665.08,2.264221
665.09,2.262298
665.1,2.262179
665.11,2.265239
665.12,2.268346
665.13,2.268298
665.14,2.265755
665.15,2.263339
665.16,2.262092
665.17,2.261281
665.18,2.260351
665.19,2.259548
665.2,2.259548
665.21,2.260097
665.22,2.25993
665.23,2.258523
665.24,2.256672
665.25,2.25544
665.26,2.255018
665.27,2.254669
665.28,2.253739
665.29,2.25327
665.3,2.254597
665.31,2.2566
665.32,2.256982
665.33,2.255821
665.34,2.255638
665.35,2.257903
665.36,2.260431
665.37,2.259342
665.38,2.253803
665.39,2.247063
665.4,2.242517
665.41,2.240833
665.42,2.240753
665.43,2.240793
665.44,2.240197
665.45,2.239378
665.46,2.239299
665.47,2.240054
665.48,2.240125
665.49,2.238512
665.5,2.236287
665.51,2.234467
665.52,2.232273
665.53,2.229102
665.54,2.226575
665.55,2.226758
665.56,2.229436
665.57,2.232258
665.58,2.233124
665.59,2.231884
665.6,2.229707
665.61,2.2276
665.62,2.224843
665.63,2.219868
665.64,2.214432
665.65,2.212938
665.66,2.215632
665.67,2.218135
665.68,2.218
665.69,2.216872
665.7,2.217118
665.71,2.218549
665.72,2.218223
665.73,2.214273
665.74,2.209353
665.75,2.206953
665.76,2.206246
665.77,2.204943
665.78,2.203758
665.79,2.2053
665.8,2.209576
665.81,2.213303
665.82,2.214344
665.83,2.213518
665.84,2.212294
665.85,2.212214
665.86,2.214114
665.87,2.216005
665.88,2.215091
665.89,2.21223
665.9,2.211563
665.91,2.214829
665.92,2.218954
665.93,2.220551
665.94,2.22048
665.95,2.221235
665.96,2.222737
665.97,2.223237
665.98,2.221974
665.99,2.21986
666,2.218572
666.01,2.21862
666.02,2.218644
666.03,2.217158
666.04,2.214845
666.05,2.214122
666.06,2.216387
666.07,2.219399
666.08,2.219685
666.09,2.217579
666.1,2.216585
666.11,2.218326
666.12,2.221306
666.13,2.223659
666.14,2.225343
666.15,2.227775
666.16,2.231606
666.17,2.234809
666.18,2.234523
666.19,2.231526
666.2,2.230175
666.21,2.232011
666.22,2.233275
666.23,2.231105
666.24,2.228634
666.25,2.230819
666.26,2.237423
666.27,2.243098
666.28,2.244353
666.29,2.243185
666.3,2.243233
666.31,2.245251
666.32,2.24669
666.33,2.2446
666.34,2.240809
666.35,2.240546
666.36,2.24429
666.37,2.247524
666.38,2.247818
666.39,2.246714
666.4,2.245911
666.41,2.245196
666.42,2.24398
666.43,2.2427
666.44,2.241961
666.45,2.241405
666.46,2.240451
666.47,2.239506
666.48,2.239434
666.49,2.240523
666.5,2.241683
666.51,2.241484
666.52,2.239688
666.53,2.236732
666.54,2.233179
666.55,2.230509
666.56,2.229277
666.57,2.227561
666.58,2.22431
666.59,2.221298
666.6,2.220066
666.61,2.219502
666.62,2.218262
666.63,2.216728
666.64,2.215131
666.65,2.212628
666.66,2.209544
666.67,2.207001
666.68,2.204188
666.69,2.200413
666.7,2.197623
666.71,2.197448
666.72,2.198815
666.73,2.199324
666.74,2.197647
666.75,2.194341
666.76,2.191043
666.77,2.18904
666.78,2.187506
666.79,2.184304
666.8,2.178891
666.81,2.173281
666.82,2.169426
666.83,2.167352
666.84,2.166184
666.85,2.165413
666.86,2.164428
666.87,2.162059
666.88,2.157664
666.89,2.152197
666.9,2.147333
666.91,2.143415
666.92,2.138599
666.93,2.131359
666.94,2.124151
666.95,2.120845
666.96,2.121313
666.97,2.121576
666.98,2.118166
666.99,2.111594
667,2.104862
667.01,2.099784
667.02,2.094563
667.03,2.083858
667.04,2.063219
667.05,2.032685
667.06,1.99542
667.07,1.95516
667.08,1.913524
667.09,1.86824
667.1,1.816805
667.11,1.761198
667.12,1.706545
667.13,1.657327
667.14,1.615707
667.15,1.58155
667.16,1.553591
667.17,1.530615
667.18,1.51182
667.19,1.49649
667.2,1.483504
667.21,1.471154
667.22,1.45696
667.23,1.435637
667.24,1.39482
667.25,1.314481
667.26,1.179091
667.27,0.992465
667.28,0.7741531
667.29,0.5427361
667.3,0.3105243
667.31,0.09013017
667.32,-0.1086156
667.33,-0.2880732
667.34,-0.4599889
667.35,-0.6337802
667.36,-0.8110046
667.37,-0.9877046
667.38,-1.158317
667.39,-1.318502
667.4,-1.466235
667.41,-1.601084
667.42,-1.722383
667.43,-1.829433
667.44,-1.923299
667.45,-2.005156
667.46,-2.074607
667.47,-2.131899
667.48,-2.178295
667.49,-2.214432
667.5,-2.240952
667.51,-2.26051
667.52,-2.277939
667.53,-2.296448
667.54,-2.313828
667.55,-2.326671
667.56,-2.337027
667.57,-2.349949
667.58,-2.365581
667.59,-2.379282
667.6,-2.388724
667.61,-2.396353
667.62,-2.405405
667.63,-2.417104
667.64,-2.430161
667.65,-2.44081
667.66,-2.446635
667.67,-2.450522
667.68,-2.457142
667.69,-2.466853
667.7,-2.475818
667.71,-2.481397
667.72,-2.485681
667.73,-2.492293
667.74,-2.500494
667.75,-2.50663
667.76,-2.509562
667.77,-2.511374
667.78,-2.514545
667.79,-2.519711
667.8,-2.524821
667.81,-2.527404
667.82,-2.528628
667.83,-2.532442
667.84,-2.539007
667.85,-2.544419
667.86,-2.546613
667.87,-2.546652
667.88,-2.545818
667.89,-2.544928
667.9,-2.544276
667.91,-2.542845
667.92,-2.541351
667.93,-2.543815
667.94,-2.550999
667.95,-2.556658
667.96,-2.556054
667.97,-2.551953
667.98,-2.548806
667.99,-2.547876
668,-2.548099
668.01,-2.547479
668.02,-2.545818
668.03,-2.545198
668.04,-2.546541
668.05,-2.548448
668.06,-2.548941
668.07,-2.547852
668.08,-2.547407
668.09,-2.547868
668.1,-2.546183
668.11,-2.541312
668.12,-2.536702
668.13,-2.535462
668.14,-2.536321
668.15,-2.535908
668.16,-2.533611
668.17,-2.531862
668.18,-2.531664
668.19,-2.53129
668.2,-2.529057
668.21,-2.524678
668.22,-2.52022
668.23,-2.519011
668.24,-2.520784
668.25,-2.521173
668.26,-2.517859
668.27,-2.514108
668.28,-2.51313
668.29,-2.511867
668.3,-2.506526
668.31,-2.499803
668.32,-2.496243
668.33,-2.495742
668.34,-2.495464
668.35,-2.493707
668.36,-2.490536
668.37,-2.488629
668.38,-2.490155
668.39,-2.49242
668.4,-2.491824
668.41,-2.490091
668.42,-2.491951
668.43,-2.497745
668.44,-2.502529
668.45,-2.502815
668.46,-2.500407
668.47,-2.49881
668.48,-2.498658
668.49,-2.497761
668.5,-2.4949
668.51,-2.49203
668.52,-2.491673
668.53,-2.493159
668.54,-2.49327
668.55,-2.490298
668.56,-2.486261
668.57,-2.483733
668.58,-2.482224
668.59,-2.480515
668.6,-2.478743
668.61,-2.476795
668.62,-2.475198
668.63,-2.47581
668.64,-2.478925
668.65,-2.482684
668.66,-2.485037
668.67,-2.485331
668.68,-2.484195
668.69,-2.482462
668.7,-2.480205
668.71,-2.477551
668.72,-2.476637
668.73,-2.479299
668.74,-2.483249
668.75,-2.485132
668.76,-2.48615
668.77,-2.489583
668.78,-2.49451
668.79,-2.497149
668.8,-2.49633
668.81,-2.494438
668.82,-2.494748
668.83,-2.498547
668.84,-2.503594
668.85,-2.506081
668.86,-2.505636
668.87,-2.505986
668.88,-2.508163
668.89,-2.508648
668.9,-2.506081
668.91,-2.504086
668.92,-2.506264
668.93,-2.511692
668.94,-2.516039
668.95,-2.516119
668.96,-2.512948
668.97,-2.510691
668.98,-2.511644
668.99,-2.513043
669,-2.512217
669.01,-2.511795
669.02,-2.515252
669.03,-2.520887
669.04,-2.523859
669.05,-2.522858
669.06,-2.521332
669.07,-2.521761
669.08,-2.522715
669.09,-2.522437
669.1,-2.521197
669.11,-2.519854
669.12,-2.519933
669.13,-2.523168
669.14,-2.528651
669.15,-2.533237
669.16,-2.535574
669.17,-2.537171
669.18,-2.539555
669.19,-2.541773
669.2,-2.541955
669.21,-2.540517
669.22,-2.540684
669.23,-2.544411
669.24,-2.549354
669.25,-2.55204
669.26,-2.551882
669.27,-2.551603
669.28,-2.553328
669.29,-2.55444
669.3,-2.551444
669.31,-2.54643
669.32,-2.544618
669.33,-2.547518
669.34,-2.552891
669.35,-2.558382
669.36,-2.562658
669.37,-2.56563
669.38,-2.568364
669.39,-2.570661
669.4,-2.570407
669.41,-2.567339
669.42,-2.565145
669.43,-2.567299
669.44,-2.572576
669.45,-2.576518
669.46,-2.576756
669.47,-2.575684
669.48,-2.576892
669.49,-2.580245
669.5,-2.58286
669.51,-2.583504
669.52,-2.583988
669.53,-2.586786
669.54,-2.592015
669.55,-2.596847
669.56,-2.5992
669.57,-2.601155
669.58,-2.605009
669.59,-2.609308
669.6,-2.612082
669.61,-2.61337
669.62,-2.614204
669.63,-2.615611
669.64,-2.617518
669.65,-2.618559
669.66,-2.618798
669.67,-2.620085
669.68,-2.623105
669.69,-2.626801
669.7,-2.630218
669.71,-2.632896
669.72,-2.635121
669.73,-2.637315
669.74,-2.63896
669.75,-2.639548
669.76,-2.640224
669.77,-2.642814
669.78,-2.646716
669.79,-2.648973
669.8,-2.648513
669.81,-2.64806
669.82,-2.650857
669.83,-2.656786
669.84,-2.66215
669.85,-2.664113
669.86,-2.663215
669.87,-2.66188
669.88,-2.662563
669.89,-2.665575
669.9,-2.668349
669.91,-2.669501
669.92,-2.670789
669.93,-2.673348
669.94,-2.676209
669.95,-2.678243
669.96,-2.679412
669.97,-2.681812
669.98,-2.686866
669.99,-2.690943
670,-2.689902
670.01,-2.686397
670.02,-2.685936
670.03,-2.688336
670.04,-2.688734
670.05,-2.684585
670.06,-2.678553
670.07,-2.674715
670.08,-2.67326
670.09,-2.670813
670.1,-2.665401
670.11,-2.658892
670.12,-2.654767
670.13,-2.653893
670.14,-2.653678
670.15,-2.651771
670.16,-2.648536
670.17,-2.646025
670.18,-2.645763
670.19,-2.646931
670.2,-2.64736
670.21,-2.646112
670.22,-2.644006
670.23,-2.64202
670.24,-2.640287
670.25,-2.639222
670.26,-2.639421
670.27,-2.640351
670.28,-2.640589
670.29,-2.638777
670.3,-2.634764
670.31,-2.630417
670.32,-2.627913
670.33,-2.626514
670.34,-2.623836
670.35,-2.619839
670.36,-2.616541
670.37,-2.615468
670.38,-2.615746
670.39,-2.614339
670.4,-2.610524
670.41,-2.607338
670.42,-2.606456
670.43,-2.60578
670.44,-2.602792
670.45,-2.597721
670.46,-2.59343
670.47,-2.591944
670.48,-2.591221
670.49,-2.587938
670.5,-2.582391
670.51,-2.577607
670.52,-2.575437
670.53,-2.575588
670.54,-2.577209
670.55,-2.579363
670.56,-2.579959
670.57,-2.57771
670.58,-2.57442
670.59,-2.572242
670.6,-2.570637
670.61,-2.568181
670.62,-2.565439
670.63,-2.564486
670.64,-2.56625
670.65,-2.568762
670.66,-2.569159
670.67,-2.5683
670.68,-2.569024
670.69,-2.570844
670.7,-2.570796
670.71,-2.567784
670.72,-2.564549
670.73,-2.565161
670.74,-2.568873
670.75,-2.570931
670.76,-2.570558
670.77,-2.571551
670.78,-2.575835
670.79,-2.581302
670.8,-2.584418
670.81,-2.584251
670.82,-2.584052
670.83,-2.587207
670.84,-2.592786
670.85,-2.597157
670.86,-2.598627
670.87,-2.599072
670.88,-2.600686
670.89,-2.602967
670.9,-2.603531
670.91,-2.601592
670.92,-2.599828
670.93,-2.601576
670.94,-2.606185
670.95,-2.610135
670.96,-2.611621
670.97,-2.612281
670.98,-2.614546
670.99,-2.618376
671,-2.621134
671.01,-2.62173
671.02,-2.622811
671.03,-2.625966
671.04,-2.62816
671.05,-2.627007
671.06,-2.625005
671.07,-2.624989
671.08,-2.625632
671.09,-2.624186
671.1,-2.621166
671.11,-2.619068
671.12,-2.619314
671.13,-2.62204
671.14,-2.626133
671.15,-2.628883
671.16,-2.628549
671.17,-2.626777
671.18,-2.626292
671.19,-2.627556
671.2,-2.629026
671.21,-2.629328
671.22,-2.628549
671.23,-2.627381
671.24,-2.626411
671.25,-2.626054
671.26,-2.626077
671.27,-2.626475
671.28,-2.627031
671.29,-2.625958
671.3,-2.622883
671.31,-2.621238
671.32,-2.623439
671.33,-2.627333
671.34,-2.629511
671.35,-2.629352
671.36,-2.628549
671.37,-2.627985
671.38,-2.627047
671.39,-2.625537
671.4,-2.624369
671.41,-2.62421
671.42,-2.625322
671.43,-2.627476
671.44,-2.628994
671.45,-2.627866
671.46,-2.624917
671.47,-2.624408
671.48,-2.628446
671.49,-2.633007
671.5,-2.633389
671.51,-2.630679
671.52,-2.629669
671.53,-2.632101
671.54,-2.633786
671.55,-2.631195
671.56,-2.626697
671.57,-2.624321
671.58,-2.623963
671.59,-2.622565
671.6,-2.619004
671.61,-2.615627
671.62,-2.614141
671.63,-2.612615
671.64,-2.608848
671.65,-2.60392
671.66,-2.600106
671.67,-2.59858
671.68,-2.598619
671.69,-2.597245
671.7,-2.592731
671.71,-2.588089
671.72,-2.587311
671.73,-2.589583
671.74,-2.589997
671.75,-2.585832
671.76,-2.579761
671.77,-2.575167
671.78,-2.572179
671.79,-2.569358
671.8,-2.565916
671.81,-2.56207
671.82,-2.558931
671.83,-2.557079
671.84,-2.555362
671.85,-2.55204
671.86,-2.54763
671.87,-2.544546
671.88,-2.543616
671.89,-2.54302
671.9,-2.540668
671.91,-2.536035
671.92,-2.53125
671.93,-2.529566
671.94,-2.529939
671.95,-2.527738
671.96,-2.522572
671.97,-2.518519
671.98,-2.51685
671.99,-2.514974
672,-2.511517
672.01,-2.50717
672.02,-2.50291
672.03,-2.500319
672.04,-2.4997
672.05,-2.498253
672.06,-2.494089
672.07,-2.490179
672.08,-2.489209
672.09,-2.488256
672.1,-2.484115
672.11,-2.478306
672.12,-2.473617
672.13,-2.470406
672.14,-2.467696
672.15,-2.464485
672.16,-2.459455
672.17,-2.452564
672.18,-2.446644
672.19,-2.44302
672.2,-2.439006
672.21,-2.431893
672.22,-2.420012
672.23,-2.400271
672.24,-2.369634
672.25,-2.328046
672.26,-2.27747
672.27,-2.219621
672.28,-2.155789
672.29,-2.088563
672.3,-2.022235
672.31,-1.961192
672.32,-1.908
672.33,-1.863019
672.34,-1.824991
672.35,-1.792041
672.36,-1.762255
672.37,-1.732826
672.38,-1.697214
672.39,-1.640765
672.4,-1.541559
672.41,-1.384242
672.42,-1.173615
672.43,-0.9294431
672.44,-0.6703854
672.45,-0.4089435
672.46,-0.1565218
672.47,0.07268587
672.48,0.2666791
672.49,0.4296859
672.5,0.5829175
672.51,0.7412672
672.52,0.9010951
672.53,1.056147
672.54,1.20643
672.55,1.349608
672.56,1.479681
672.57,1.594798
672.58,1.698724
672.59,1.794187
672.6,1.878436
672.61,1.947284
672.62,2.001421
672.63,2.045989
672.64,2.084303
672.65,2.115027
672.66,2.136469
672.67,2.151545
672.68,2.165341
672.69,2.17855
672.7,2.188492
672.71,2.195764
672.72,2.2041
672.73,2.215298
672.74,2.228045
672.75,2.240109
672.76,2.249146
672.77,2.253787
672.78,2.25625
672.79,2.261122
672.8,2.269562
672.81,2.277994
672.82,2.284074
672.83,2.289478
672.84,2.295462
672.85,2.300723
672.86,2.304117
672.87,2.306684
672.88,2.310387
672.89,2.315624
672.9,2.321339
672.91,2.32602
672.92,2.328507
672.93,2.329922
672.94,2.332934
672.95,2.337392
672.96,2.340563
672.97,2.341716
672.98,2.343162
672.99,2.346754
673,2.351053
673.01,2.353247
673.02,2.353637
673.03,2.355329
673.04,2.359303
673.05,2.362847
673.06,2.363729
673.07,2.363531
673.08,2.365835
673.09,2.372336
673.1,2.380141
673.11,2.384305
673.12,2.38413
673.13,2.384257
673.14,2.387404
673.15,2.389844
673.16,2.387373
673.17,2.382549
673.18,2.380753
673.19,2.382906
673.2,2.385306
673.21,2.385243
673.22,2.384083
673.23,2.383669
673.24,2.383463
673.25,2.382708
673.26,2.381778
673.27,2.380204
673.28,2.376946
673.29,2.372932
673.3,2.371232
673.31,2.373004
673.32,2.376167
673.33,2.378138
673.34,2.378027
673.35,2.376016
673.36,2.372909
673.37,2.370445
673.38,2.369436
673.39,2.369015
673.4,2.368784
673.41,2.368744
673.42,2.368426
673.43,2.368426
673.44,2.370501
673.45,2.37453
673.46,2.377272
673.47,2.376366
673.48,2.37387
673.49,2.373203
673.5,2.374307
673.51,2.373711
673.52,2.369722
673.53,2.365756
673.54,2.36613
673.55,2.369658
673.56,2.371407
673.57,2.369912
673.58,2.36876
673.59,2.37112
673.6,2.375436
673.61,2.377876
673.62,2.377105
673.63,2.375611
673.64,2.375897
673.65,2.377455
673.66,2.378758
673.67,2.379322
673.68,2.3796
673.69,2.38022
673.7,2.380093
673.71,2.376858
673.72,2.371876
673.73,2.369587
673.74,2.369738
673.75,2.367385
673.76,2.36152
673.77,2.356696
673.78,2.355655
673.79,2.356354
673.8,2.356108
673.81,2.353994
673.82,2.350688
673.83,2.348208
673.84,2.347636
673.85,2.346722
673.86,2.34282
673.87,2.337487
673.88,2.334714
673.89,2.335238
673.9,2.33593
673.91,2.334793
673.92,2.333109
673.93,2.332044
673.94,2.33078
673.95,2.328992
673.96,2.327434
673.97,2.325972
673.98,2.324327
673.99,2.323468
674,2.3242
674.01,2.326131
674.02,2.328499
674.03,2.330669
674.04,2.332361
674.05,2.334046
674.06,2.335191
674.07,2.333983
674.08,2.331225
674.09,2.330589
674.1,2.333204
674.11,2.336399
674.12,2.33895
674.13,2.342796
674.14,2.348765
674.15,2.354391
674.16,2.356752
674.17,2.35672
674.18,2.357395
674.19,2.35908
674.2,2.359835
674.21,2.359184
674.22,2.357523
674.23,2.35498
674.24,2.352357
674.25,2.350521
674.26,2.349345
674.27,2.348518
674.28,2.3489
674.29,2.351387
674.3,2.354423
674.31,2.355679
674.32,2.355735
674.33,2.357483
674.34,2.362442
674.35,2.369181
674.36,2.374307
674.37,2.376143
674.38,2.377661
674.39,2.382239
674.4,2.388072
674.41,2.391227
674.42,2.391728
674.43,2.392538
674.44,2.39435
674.45,2.395241
674.46,2.394811
