Time/S,Force/N
298.19,-2.365645
298.2,-2.364866
298.21,-2.363253
298.22,-2.360503
298.23,-2.358
298.24,-2.356728
298.25,-2.356505
298.26,-2.356339
298.27,-2.354916
298.28,-2.352166
298.29,-2.349965
298.3,-2.349544
298.31,-2.349146
298.32,-2.346778
298.33,-2.343146
298.34,-2.340301
298.35,-2.339061
298.36,-2.33833
298.37,-2.335739
298.38,-2.330709
298.39,-2.326425
298.4,-2.326155
298.41,-2.328515
298.42,-2.329445
298.43,-2.327085
298.44,-2.322904
298.45,-2.318645
298.46,-2.314035
298.47,-2.308504
298.48,-2.303028
298.49,-2.29938
298.5,-2.298427
298.51,-2.299015
298.52,-2.298848
298.53,-2.297028
298.54,-2.294366
298.55,-2.290726
298.56,-2.285624
298.57,-2.281197
298.58,-2.280045
298.59,-2.281642
298.6,-2.283478
298.61,-2.283462
298.62,-2.280712
298.63,-2.276055
298.64,-2.272256
298.65,-2.271485
298.66,-2.27193
298.67,-2.270246
298.68,-2.266844
298.69,-2.264857
298.7,-2.265453
298.71,-2.266471
298.72,-2.265628
298.73,-2.263308
298.74,-2.261925
298.75,-2.262831
298.76,-2.264166
298.77,-2.26291
298.78,-2.258785
298.79,-2.255249
298.8,-2.256322
298.81,-2.261599
298.82,-2.265612
298.83,-2.264961
298.84,-2.262521
298.85,-2.262346
298.86,-2.264476
298.87,-2.267043
298.88,-2.269308
298.89,-2.272042
298.9,-2.27588
298.91,-2.279592
298.92,-2.281706
298.93,-2.282675
298.94,-2.284082
298.95,-2.286776
298.96,-2.28924
298.97,-2.289526
298.98,-2.28831
298.99,-2.288206
299,-2.290392
299.01,-2.292951
299.02,-2.294071
299.03,-2.295113
299.04,-2.298562
299.05,-2.304165
299.06,-2.308798
299.07,-2.310173
299.08,-2.30906
299.09,-2.307622
299.1,-2.307582
299.11,-2.309442
299.12,-2.311524
299.13,-2.311397
299.14,-2.309577
299.15,-2.308686
299.16,-2.308623
299.17,-2.3072
299.18,-2.304562
299.19,-2.302766
299.2,-2.303028
299.21,-2.304912
299.22,-2.307161
299.23,-2.308869
299.24,-2.310324
299.25,-2.312342
299.26,-2.314584
299.27,-2.315776
299.28,-2.315386
299.29,-2.314472
299.3,-2.315076
299.31,-2.317357
299.32,-2.318835
299.33,-2.318732
299.34,-2.319558
299.35,-2.322372
299.36,-2.324923
299.37,-2.324979
299.38,-2.323254
299.39,-2.322658
299.4,-2.323921
299.41,-2.324955
299.42,-2.324756
299.43,-2.32443
299.44,-2.325201
299.45,-2.326981
299.46,-2.328507
299.47,-2.329087
299.48,-2.328928
299.49,-2.328134
299.5,-2.32807
299.51,-2.330327
299.52,-2.332966
299.53,-2.332989
299.54,-2.331964
299.55,-2.332878
299.56,-2.334976
299.57,-2.335628
299.58,-2.33403
299.59,-2.331901
299.6,-2.33163
299.61,-2.33318
299.62,-2.334468
299.63,-2.334189
299.64,-2.333276
299.65,-2.333117
299.66,-2.332918
299.67,-2.330836
299.68,-2.326862
299.69,-2.322904
299.7,-2.320973
299.71,-2.320949
299.72,-2.321243
299.73,-2.321013
299.74,-2.320353
299.75,-2.319948
299.76,-2.320178
299.77,-2.319844
299.78,-2.318199
299.79,-2.317739
299.8,-2.32017
299.81,-2.321307
299.82,-2.31684
299.83,-2.30999
299.84,-2.307558
299.85,-2.311365
299.86,-2.316618
299.87,-2.317063
299.88,-2.311524
299.89,-2.305333
299.9,-2.303497
299.91,-2.304522
299.92,-2.304276
299.93,-2.301924
299.94,-2.299269
299.95,-2.297624
299.96,-2.297314
299.97,-2.297497
299.98,-2.296384
299.99,-2.293793
300,-2.291743
300.01,-2.290368
300.02,-2.287801
300.03,-2.284606
300.04,-2.282953
300.05,-2.282929
300.06,-2.282874
300.07,-2.281554
300.08,-2.279425
300.09,-2.278693
300.1,-2.280235
300.11,-2.281578
300.12,-2.280847
300.13,-2.279599
300.14,-2.27987
300.15,-2.280847
300.16,-2.280402
300.17,-2.278757
300.18,-2.277843
300.19,-2.278288
300.2,-2.279194
300.21,-2.278932
300.22,-2.276095
300.23,-2.271946
300.24,-2.270555
300.25,-2.273417
300.26,-2.276341
300.27,-2.274076
300.28,-2.266033
300.29,-2.254764
300.3,-2.240205
300.31,-2.218183
300.32,-2.184812
300.33,-2.140427
300.34,-2.087569
300.35,-2.028092
300.36,-1.964227
300.37,-1.899838
300.38,-1.839074
300.39,-1.784754
300.4,-1.738191
300.41,-1.699416
300.42,-1.667317
300.43,-1.639811
300.44,-1.613983
300.45,-1.585102
300.46,-1.543299
300.47,-1.470009
300.48,-1.343513
300.49,-1.155146
300.5,-0.9182532
300.51,-0.6576936
300.52,-0.394241
300.53,-0.1413981
300.54,0.08725325
300.55,0.2807458
300.56,0.4464547
300.57,0.6059329
300.58,0.7690668
300.59,0.9297927
300.6,1.08331
300.61,1.229191
300.62,1.363881
300.63,1.48228
300.64,1.582479
300.65,1.666061
300.66,1.735767
300.67,1.793838
300.68,1.841815
300.69,1.880574
300.7,1.911418
300.71,1.936905
300.72,1.958418
300.73,1.974328
300.74,1.983094
300.75,1.988212
300.76,1.995325
300.77,2.005355
300.78,2.014065
300.79,2.018372
300.8,2.021353
300.81,2.028545
300.82,2.0401
300.83,2.051051
300.84,2.058601
300.85,2.063775
300.86,2.067979
300.87,2.071802
300.88,2.075481
300.89,2.078589
300.9,2.081871
300.91,2.087251
300.92,2.094285
300.93,2.099983
300.94,2.102709
300.95,2.104235
300.96,2.107231
300.97,2.112134
300.98,2.116935
300.99,2.120137
301,2.122728
301.01,2.125382
301.02,2.126678
301.03,2.126408
301.04,2.126892
301.05,2.129308
301.06,2.132551
301.07,2.135793
301.08,2.138631
301.09,2.140037
301.1,2.140458
301.11,2.142278
301.12,2.146029
301.13,2.149296
301.14,2.150242
301.15,2.150106
301.16,2.151465
301.17,2.154962
301.18,2.158761
301.19,2.161129
301.2,2.162099
301.21,2.162504
301.22,2.162504
301.23,2.161686
301.24,2.160017
301.25,2.158022
301.26,2.156313
301.27,2.15563
301.28,2.156321
301.29,2.157466
301.3,2.158181
301.31,2.158952
301.32,2.159246
301.33,2.157402
301.34,2.15408
301.35,2.151966
301.36,2.152014
301.37,2.153166
301.38,2.15377
301.39,2.152284
301.4,2.149733
301.41,2.14924
301.42,2.151267
301.43,2.152665
301.44,2.150957
301.45,2.147317
301.46,2.14506
301.47,2.145211
301.48,2.145569
301.49,2.144766
301.5,2.14386
301.51,2.143987
301.52,2.144877
301.53,2.145815
301.54,2.146999
301.55,2.14889
301.56,2.150281
301.57,2.149598
301.58,2.147555
301.59,2.14572
301.6,2.14444
301.61,2.142882
301.62,2.140824
301.63,2.139378
301.64,2.138956
301.65,2.139227
301.66,2.14022
301.67,2.141396
301.68,2.141611
301.69,2.141213
301.7,2.141062
301.71,2.140172
301.72,2.137963
301.73,2.135404
301.74,2.133369
301.75,2.133306
301.76,2.13546
301.77,2.13743
301.78,2.137311
301.79,2.135181
301.8,2.132304
301.81,2.130485
301.82,2.129006
301.83,2.12477
301.84,2.117968
301.85,2.112993
301.86,2.112524
301.87,2.114685
301.88,2.116251
301.89,2.115639
301.9,2.113263
301.91,2.110394
301.92,2.108288
301.93,2.106762
301.94,2.103822
301.95,2.099093
301.96,2.095373
301.97,2.094054
301.98,2.092775
301.99,2.090247
302,2.089095
302.01,2.091217
302.02,2.094142
302.03,2.093911
302.04,2.09043
302.05,2.087609
302.06,2.087808
302.07,2.089691
302.08,2.091042
302.09,2.091193
302.1,2.091758
302.11,2.094364
302.12,2.097877
302.13,2.100134
302.14,2.100889
302.15,2.101421
302.16,2.102439
302.17,2.103289
302.18,2.103376
302.19,2.103822
302.2,2.107008
302.21,2.113279
302.22,2.120288
302.23,2.125613
302.24,2.12818
302.25,2.12853
302.26,2.128299
302.27,2.128442
302.28,2.12845
302.29,2.127544
302.3,2.126169
302.31,2.125232
302.32,2.124103
302.33,2.121735
302.34,2.119001
302.35,2.118246
302.36,2.120996
302.37,2.125947
302.38,2.129905
302.39,2.131685
302.4,2.133306
302.41,2.136612
302.42,2.140959
302.43,2.144122
302.44,2.144861
302.45,2.145211
302.46,2.148342
302.47,2.154716
302.48,2.161169
302.49,2.164125
302.5,2.164451
302.51,2.166255
302.52,2.169601
302.53,2.170197
302.54,2.167384
302.55,2.165921
302.56,2.168862
302.57,2.173829
302.58,2.177532
302.59,2.180179
302.6,2.183723
302.61,2.187753
302.62,2.189906
302.63,2.189326
302.64,2.187514
302.65,2.186807
302.66,2.188373
302.67,2.191035
302.68,2.192529
302.69,2.192481
302.7,2.193427
302.71,2.198116
302.72,2.2053
302.73,2.210395
302.74,2.211253
302.75,2.210037
302.76,2.209131
302.77,2.209242
302.78,2.210045
302.79,2.210999
302.8,2.211587
302.81,2.211078
302.82,2.210124
302.83,2.210705
302.84,2.212373
302.85,2.212437
302.86,2.210522
302.87,2.208773
302.88,2.207224
302.89,2.204227
302.9,2.20081
302.91,2.198974
302.92,2.197981
302.93,2.196121
302.94,2.19419
302.95,2.193451
302.96,2.192275
302.97,2.189112
302.98,2.185273
302.99,2.182039
303,2.179241
303.01,2.17669
303.02,2.17452
303.03,2.172256
303.04,2.16891
303.05,2.164857
303.06,2.162186
303.07,2.16109
303.08,2.158602
303.09,2.153301
303.1,2.147587
303.11,2.143415
303.12,2.14088
303.13,2.139894
303.14,2.139203
303.15,2.136977
303.16,2.134013
303.17,2.132932
303.18,2.133616
303.19,2.132622
303.2,2.128514
303.21,2.124326
303.22,2.122323
303.23,2.120471
303.24,2.117133
303.25,2.114121
303.26,2.112667
303.27,2.111316
303.28,2.108431
303.29,2.104211
303.3,2.100428
303.31,2.098386
303.32,2.096589
303.33,2.092489
303.34,2.086282
303.35,2.081196
303.36,2.080091
303.37,2.082626
303.38,2.084986
303.39,2.083818
303.4,2.080329
303.41,2.077897
303.42,2.077119
303.43,2.075235
303.44,2.070649
303.45,2.065786
303.46,2.063481
303.47,2.062861
303.48,2.061558
303.49,2.059897
303.5,2.059786
303.51,2.061097
303.52,2.06213
303.53,2.062305
303.54,2.062106
303.55,2.061796
303.56,2.061518
303.57,2.061248
303.58,2.059937
303.59,2.056916
303.6,2.053905
303.61,2.053261
303.62,2.054644
303.63,2.055216
303.64,2.053547
303.65,2.051806
303.66,2.052085
303.67,2.053682
303.68,2.055081
303.69,2.05543
303.7,2.054135
303.71,2.052649
303.72,2.054055
303.73,2.057926
303.74,2.060707
303.75,2.06155
303.76,2.062217
303.77,2.062448
303.78,2.060366
303.79,2.056773
303.8,2.054922
303.81,2.054723
303.82,2.052848
303.83,2.048985
303.84,2.04552
303.85,2.043271
303.86,2.042643
303.87,2.044177
303.88,2.046251
303.89,2.046506
303.9,2.045663
303.91,2.045242
303.92,2.044042
303.93,2.040911
303.94,2.037525
303.95,2.036508
303.96,2.038256
303.97,2.040489
303.98,2.040426
303.99,2.038145
304,2.036834
304.01,2.038495
304.02,2.040378
304.03,2.038813
304.04,2.034466
304.05,2.030579
304.06,2.02899
304.07,2.029125
304.08,2.02992
304.09,2.031533
304.1,2.033377
304.11,2.033663
304.12,2.032669
304.13,2.031986
304.14,2.031286
304.15,2.029769
304.16,2.028481
304.17,2.028195
304.18,2.02806
304.19,2.027543
304.2,2.027718
304.21,2.029459
304.22,2.032487
304.23,2.035856
304.24,2.038852
304.25,2.040632
304.26,2.040521
304.27,2.039409
304.28,2.03836
304.29,2.036722
304.3,2.035506
304.31,2.037923
304.32,2.04285
304.33,2.044837
304.34,2.042381
304.35,2.039989
304.36,2.041451
304.37,2.045727
304.38,2.049534
304.39,2.049923
304.4,2.046363
304.41,2.042572
304.42,2.041785
304.43,2.042158
304.44,2.04103
304.45,2.039472
304.46,2.040203
304.47,2.043843
304.48,2.047809
304.49,2.049248
304.5,2.049311
304.51,2.051449
304.52,2.055033
304.53,2.056074
304.54,2.054326
304.55,2.054238
304.56,2.057838
304.57,2.061407
304.58,2.061756
304.59,2.060731
304.6,2.060692
304.61,2.061272
304.62,2.061518
304.63,2.060509
304.64,2.057679
304.65,2.054922
304.66,2.054779
304.67,2.05694
304.68,2.059078
304.69,2.060429
304.7,2.06213
304.71,2.064435
304.72,2.065659
304.73,2.065349
304.74,2.06542
304.75,2.066318
304.76,2.0667
304.77,2.066994
304.78,2.067947
304.79,2.068543
304.8,2.06852
304.81,2.069179
304.82,2.070912
304.83,2.072183
304.84,2.071118
304.85,2.068313
304.86,2.066461
304.87,2.066453
304.88,2.066715
304.89,2.066151
304.9,2.065126
304.91,2.064379
304.92,2.064244
304.93,2.06426
304.94,2.06399
304.95,2.063815
304.96,2.064753
304.97,2.066962
304.98,2.068051
304.99,2.065682
305,2.06178
305.01,2.060596
305.02,2.06267
305.03,2.064498
305.04,2.063505
305.05,2.061065
305.06,2.059849
305.07,2.05996
305.08,2.059277
305.09,2.056837
305.1,2.054612
305.11,2.055017
305.12,2.05675
305.13,2.056162
305.14,2.053308
305.15,2.051846
305.16,2.053022
305.17,2.054596
305.18,2.05404
305.19,2.050431
305.2,2.046394
305.21,2.045433
305.22,2.045655
305.23,2.043104
305.24,2.039146
305.25,2.037851
305.26,2.039822
305.27,2.042373
305.28,2.04289
305.29,2.04103
305.3,2.037835
305.31,2.034156
305.32,2.030555
305.33,2.027329
305.34,2.023888
305.35,2.01985
305.36,2.016409
305.37,2.015034
305.38,2.014891
305.39,2.013866
305.4,2.011959
305.41,2.010322
305.42,2.007119
305.43,1.999362
305.44,1.986766
305.45,1.968662
305.46,1.941697
305.47,1.905354
305.48,1.863766
305.49,1.819181
305.5,1.770536
305.51,1.718315
305.52,1.665425
305.53,1.615047
305.54,1.569621
305.55,1.530886
305.56,1.499263
305.57,1.473506
305.58,1.451087
305.59,1.428119
305.6,1.396529
305.61,1.340294
305.62,1.238775
305.63,1.081483
305.64,0.8781751
305.65,0.6493409
305.66,0.4125516
305.67,0.1822551
305.68,-0.02963543
305.69,-0.2210935
305.7,-0.4006386
305.71,-0.5782763
305.72,-0.7582426
305.73,-0.9371201
305.74,-1.108638
305.75,-1.269269
305.76,-1.416882
305.77,-1.547607
305.78,-1.659036
305.79,-1.75372
305.8,-1.835656
305.81,-1.905696
305.82,-1.961907
305.83,-2.003964
305.84,-2.036428
305.85,-2.065428
305.86,-2.091511
305.87,-2.110179
305.88,-2.121361
305.89,-2.131645
305.9,-2.144599
305.91,-2.157418
305.92,-2.167781
305.93,-2.177366
305.94,-2.188341
305.95,-2.200119
305.96,-2.210116
305.97,-2.21676
305.98,-2.222244
305.99,-2.230461
306,-2.24096
306.01,-2.249463
306.02,-2.254828
306.03,-2.260303
306.04,-2.267623
306.05,-2.27476
306.06,-2.279798
306.07,-2.283613
306.08,-2.28769
306.09,-2.292275
306.1,-2.296384
306.11,-2.29907
306.12,-2.301121
306.13,-2.304626
306.14,-2.309616
306.15,-2.313749
306.16,-2.315378
306.17,-2.315092
306.18,-2.315823
306.19,-2.319797
306.2,-2.324804
306.21,-2.32722
306.22,-2.326671
306.23,-2.324851
306.24,-2.32354
306.25,-2.323548
306.26,-2.323437
306.27,-2.322086
306.28,-2.321355
306.29,-2.323143
306.3,-2.325956
306.31,-2.326488
306.32,-2.324303
306.33,-2.322571
306.34,-2.323365
306.35,-2.32536
306.36,-2.326735
306.37,-2.326496
306.38,-2.324335
306.39,-2.322523
306.4,-2.323349
306.41,-2.325137
306.42,-2.325273
306.43,-2.3235
306.44,-2.321458
306.45,-2.3206
306.46,-2.319686
306.47,-2.31653
306.48,-2.312629
306.49,-2.311484
306.5,-2.312573
306.51,-2.312326
306.52,-2.310236
306.53,-2.309529
306.54,-2.311254
306.55,-2.311945
306.56,-2.309418
306.57,-2.306056
306.58,-2.304475
306.59,-2.304411
306.6,-2.30387
306.61,-2.301415
306.62,-2.298005
306.63,-2.295868
306.64,-2.29512
306.65,-2.293436
306.66,-2.289271
306.67,-2.284257
306.68,-2.281332
306.69,-2.280442
306.7,-2.279305
306.71,-2.277533
306.72,-2.275451
306.73,-2.272431
306.74,-2.269705
306.75,-2.269514
306.76,-2.271501
306.77,-2.274195
306.78,-2.277311
306.79,-2.279289
306.8,-2.277621
306.81,-2.273838
306.82,-2.272145
306.83,-2.271867
306.84,-2.270103
306.85,-2.268441
306.86,-2.270047
306.87,-2.274036
306.88,-2.276294
306.89,-2.274879
306.9,-2.27232
306.91,-2.27015
306.92,-2.266447
306.93,-2.26086
306.94,-2.256298
306.95,-2.254264
306.96,-2.253962
306.97,-2.254526
306.98,-2.255233
306.99,-2.25567
307,-2.256004
307.01,-2.255583
307.02,-2.253747
307.03,-2.252356
307.04,-2.252865
307.05,-2.253413
307.06,-2.252197
307.07,-2.250266
307.08,-2.24971
307.09,-2.250981
307.1,-2.252698
307.11,-2.253707
307.12,-2.253858
307.13,-2.253525
307.14,-2.25424
307.15,-2.256386
307.16,-2.257578
307.17,-2.257069
307.18,-2.257466
307.19,-2.259906
307.2,-2.26233
307.21,-2.263101
307.22,-2.263172
307.23,-2.264762
307.24,-2.268418
307.25,-2.271589
307.26,-2.271708
307.27,-2.269689
307.28,-2.268227
307.29,-2.269085
307.3,-2.271811
307.31,-2.273989
307.32,-2.274116
307.33,-2.274084
307.34,-2.276524
307.35,-2.280378
307.36,-2.283128
307.37,-2.284392
307.38,-2.284098
307.39,-2.282564
307.4,-2.282063
307.41,-2.283168
307.42,-2.283478
307.43,-2.282127
307.44,-2.281372
307.45,-2.282254
307.46,-2.28277
307.47,-2.281483
307.48,-2.280315
307.49,-2.28188
307.5,-2.285846
307.51,-2.289669
307.52,-2.291592
307.53,-2.292387
307.54,-2.294103
307.55,-2.296917
307.56,-2.298284
307.57,-2.296877
307.58,-2.295589
307.59,-2.298093
307.6,-2.303521
307.61,-2.307669
307.62,-2.308869
307.63,-2.308329
307.64,-2.307407
307.65,-2.306986
307.66,-2.306604
307.67,-2.305516
307.68,-2.304856
307.69,-2.306159
307.7,-2.309354
307.71,-2.313669
307.72,-2.318112
307.73,-2.321474
307.74,-2.323477
307.75,-2.32447
307.76,-2.323921
307.77,-2.321394
307.78,-2.319018
307.79,-2.320457
307.8,-2.325829
307.81,-2.330923
307.82,-2.332894
307.83,-2.333848
307.84,-2.336995
307.85,-2.341652
307.86,-2.343853
307.87,-2.34197
307.88,-2.340221
307.89,-2.343718
307.9,-2.35126
307.91,-2.357753
307.92,-2.361504
307.93,-2.36481
307.94,-2.369444
307.95,-2.374578
307.96,-2.378146
307.97,-2.379171
307.98,-2.379036
307.99,-2.380053
308,-2.382318
308.01,-2.383733
308.02,-2.383852
308.03,-2.384996
308.04,-2.388684
308.05,-2.393134
308.06,-2.395646
308.07,-2.396115
308.08,-2.397108
308.09,-2.400613
308.1,-2.404984
308.11,-2.407328
308.12,-2.407233
308.13,-2.406597
308.14,-2.407662
308.15,-2.410682
308.16,-2.4134
308.17,-2.414076
308.18,-2.413686
308.19,-2.41425
308.2,-2.416603
308.21,-2.419655
308.22,-2.42118
308.23,-2.420672
308.24,-2.420195
308.25,-2.420433
308.26,-2.419392
308.27,-2.416666
308.28,-2.414664
308.29,-2.414362
308.3,-2.41495
308.31,-2.416905
308.32,-2.420314
308.33,-2.422182
308.34,-2.420672
308.35,-2.417501
308.36,-2.414775
308.37,-2.413011
308.38,-2.411803
308.39,-2.410674
308.4,-2.408862
308.41,-2.405246
308.42,-2.400478
308.43,-2.397092
308.44,-2.395384
308.45,-2.392761
308.46,-2.387993
308.47,-2.382255
308.48,-2.377375
308.49,-2.374975
308.5,-2.375062
308.51,-2.375229
308.52,-2.373346
308.53,-2.370389
308.54,-2.369038
308.55,-2.369396
308.56,-2.368768
308.57,-2.365844
308.58,-2.362227
308.59,-2.360018
308.6,-2.35939
308.61,-2.359462
308.62,-2.359327
308.63,-2.358039
308.64,-2.356179
308.65,-2.353787
308.66,-2.348081
308.67,-2.338902
308.68,-2.332012
308.69,-2.331368
308.7,-2.333371
308.71,-2.332814
308.72,-2.329357
308.73,-2.326091
308.74,-2.324645
308.75,-2.323214
308.76,-2.319082
308.77,-2.312787
308.78,-2.307574
308.79,-2.305102
308.8,-2.304498
308.81,-2.304204
308.82,-2.302408
308.83,-2.298824
308.84,-2.296289
308.85,-2.296408
308.86,-2.296511
308.87,-2.293857
308.88,-2.289025
308.89,-2.284948
308.9,-2.283438
308.91,-2.283295
308.92,-2.282389
308.93,-2.279894
308.94,-2.276866
308.95,-2.274895
308.96,-2.274036
308.97,-2.273083
308.98,-2.271787
308.99,-2.270858
309,-2.270309
309.01,-2.270126
309.02,-2.270571
309.03,-2.271446
309.04,-2.272217
309.05,-2.272503
309.06,-2.271922
309.07,-2.270174
309.08,-2.268203
309.09,-2.268275
309.1,-2.271501
309.11,-2.275968
309.12,-2.278535
309.13,-2.277978
309.14,-2.275984
309.15,-2.275014
309.16,-2.276254
309.17,-2.27956
309.18,-2.284328
309.19,-2.289136
309.2,-2.291775
309.21,-2.292259
309.22,-2.293174
309.23,-2.295732
309.24,-2.298792
309.25,-2.30089
309.26,-2.301152
309.27,-2.299889
309.28,-2.298872
309.29,-2.299468
309.3,-2.301764
309.31,-2.305444
309.32,-2.310125
309.33,-2.314981
309.34,-2.318716
309.35,-2.319956
309.36,-2.319002
309.37,-2.31816
309.38,-2.319312
309.39,-2.321943
309.4,-2.32416
309.41,-2.324653
309.42,-2.32323
309.43,-2.321585
309.44,-2.322316
309.45,-2.324454
309.46,-2.323985
309.47,-2.320504
309.48,-2.317516
309.49,-2.317119
309.5,-2.318637
309.51,-2.320838
309.52,-2.322857
309.53,-2.324343
309.54,-2.325964
309.55,-2.328356
309.56,-2.330836
309.57,-2.331917
309.58,-2.33163
309.59,-2.33194
309.6,-2.333498
309.61,-2.334301
309.62,-2.333482
309.63,-2.332942
309.64,-2.333967
309.65,-2.33624
309.66,-2.338616
309.67,-2.338846
309.68,-2.336494
309.69,-2.334857
309.7,-2.336025
309.71,-2.338243
309.72,-2.339745
309.73,-2.340261
309.74,-2.34019
309.75,-2.340285
309.76,-2.340372
309.77,-2.33984
309.78,-2.339792
309.79,-2.341819
309.8,-2.345165
309.81,-2.347581
309.82,-2.347803
309.83,-2.34642
309.84,-2.345713
309.85,-2.346873
309.86,-2.347906
309.87,-2.347732
309.88,-2.347859
309.89,-2.348534
309.9,-2.348812
309.91,-2.349202
309.92,-2.349861
309.93,-2.349464
309.94,-2.348224
309.95,-2.347358
309.96,-2.346261
309.97,-2.343408
309.98,-2.33922
309.99,-2.336494
310,-2.336661
310.01,-2.337043
310.02,-2.335048
310.03,-2.332211
310.04,-2.331169
310.05,-2.331813
310.06,-2.332505
310.07,-2.332258
310.08,-2.331432
310.09,-2.331432
310.1,-2.33264
310.11,-2.333037
310.12,-2.330542
310.13,-2.3266
310.14,-2.324788
310.15,-2.325034
310.16,-2.323675
310.17,-2.319797
310.18,-2.31696
310.19,-2.317373
310.2,-2.318414
310.21,-2.316983
310.22,-2.313296
310.23,-2.309465
310.24,-2.307463
310.25,-2.307709
310.26,-2.307892
310.27,-2.305142
310.28,-2.300151
310.29,-2.296289
310.3,-2.294914
310.31,-2.294119
310.32,-2.292148
310.33,-2.289693
310.34,-2.289128
310.35,-2.290909
310.36,-2.291862
310.37,-2.28916
310.38,-2.284924
310.39,-2.283208
310.4,-2.284257
310.41,-2.285401
310.42,-2.285473
310.43,-2.285075
310.44,-2.284519
310.45,-2.283549
310.46,-2.282858
310.47,-2.283653
310.48,-2.284813
310.49,-2.283764
310.5,-2.280569
310.51,-2.278137
310.52,-2.278288
310.53,-2.279512
310.54,-2.279886
310.55,-2.279814
310.56,-2.279552
310.57,-2.276301
310.58,-2.267265
310.59,-2.251999
310.6,-2.229071
310.61,-2.196304
310.62,-2.155328
310.63,-2.108701
310.64,-2.055041
310.65,-1.992893
310.66,-1.925969
310.67,-1.861064
310.68,-1.803128
310.69,-1.753672
310.7,-1.711901
310.71,-1.67582
310.72,-1.6421
310.73,-1.604406
310.74,-1.549141
310.75,-1.453869
310.76,-1.299
310.77,-1.086012
310.78,-0.8372307
310.79,-0.5762895
310.8,-0.316445
310.81,-0.06788572
310.82,0.1536767
310.83,0.3378948
310.84,0.4973809
310.85,0.6556113
310.86,0.8185625
310.87,0.9776831
310.88,1.128602
310.89,1.27066
310.9,1.400272
310.91,1.513362
310.92,1.608459
310.93,1.687384
310.94,1.754165
310.95,1.810598
310.96,1.855421
310.97,1.890143
310.98,1.919452
310.99,1.945384
311,1.966174
311.01,1.979629
311.02,1.986925
311.03,1.992933
311.04,2.001651
311.05,2.012308
311.06,2.021321
311.07,2.026741
311.08,2.030643
311.09,2.037056
311.1,2.046673
311.11,2.055724
311.12,2.061804
311.13,2.066851
311.14,2.072604
311.15,2.078136
311.16,2.082626
311.17,2.086926
311.18,2.091384
311.19,2.095898
311.2,2.100905
311.21,2.105522
311.22,2.108026
311.23,2.109957
311.24,2.114455
311.25,2.120662
311.26,2.125184
311.27,2.127433
311.28,2.128895
311.29,2.130381
311.3,2.131971
311.31,2.133433
311.32,2.135031
311.33,2.13751
311.34,2.141269
311.35,2.145457
311.36,2.14773
311.37,2.147166
311.38,2.146983
311.39,2.150218
311.4,2.154636
311.41,2.15621
311.42,2.155304
311.43,2.155979
311.44,2.160835
311.45,2.167559
311.46,2.171286
311.47,2.170992
311.48,2.170173
311.49,2.170928
311.5,2.171787
311.51,2.170658
311.52,2.167598
311.53,2.164602
311.54,2.16372
311.55,2.165254
311.56,2.16705
311.57,2.166756
311.58,2.164968
311.59,2.16403
311.6,2.164141
311.61,2.163656
311.62,2.162345
311.63,2.161288
311.64,2.160486
311.65,2.158928
311.66,2.156965
311.67,2.156234
311.68,2.157474
311.69,2.159381
311.7,2.159969
311.71,2.15834
311.72,2.155614
311.73,2.153635
311.74,2.15292
311.75,2.152459
311.76,2.151458
311.77,2.150106
311.78,2.148962
311.79,2.148938
311.8,2.15071
311.81,2.153277
311.82,2.15443
311.83,2.153428
311.84,2.152308
311.85,2.153087
311.86,2.154072
311.87,2.152054
311.88,2.147738
311.89,2.145203
311.9,2.146006
311.91,2.147627
311.92,2.147651
311.93,2.1468
311.94,2.147381
311.95,2.149598
311.96,2.150559
311.97,2.14862
311.98,2.146451
311.99,2.146538
312,2.147277
312.01,2.146713
312.02,2.145847
312.03,2.146339
312.04,2.147516
312.05,2.147825
312.06,2.146379
312.07,2.142986
312.08,2.139266
312.09,2.137454
312.1,2.136564
312.11,2.133481
312.12,2.128847
312.13,2.126272
312.14,2.126567
312.15,2.126892
312.16,2.124922
312.17,2.122156
312.18,2.121417
312.19,2.121735
312.2,2.119954
312.21,2.11556
312.22,2.109933
312.23,2.104815
312.24,2.102001
312.25,2.10104
312.26,2.099848
312.27,2.0986
312.28,2.098934
312.29,2.10015
312.3,2.099602
312.31,2.097201
312.32,2.095826
312.33,2.096256
312.34,2.096693
312.35,2.096987
312.36,2.097734
312.37,2.098274
312.38,2.099029
312.39,2.101016
312.4,2.103774
312.41,2.106007
312.42,2.106524
312.43,2.105498
312.44,2.104926
312.45,2.106269
312.46,2.108558
312.47,2.110759
312.48,2.114042
312.49,2.119692
312.5,2.125828
312.51,2.12903
312.52,2.129372
312.53,2.129539
312.54,2.130127
312.55,2.130262
312.56,2.130127
312.57,2.129602
312.58,2.128116
312.59,2.12605
312.6,2.124039
312.61,2.122641
312.62,2.1228
312.63,2.125271
312.64,2.129531
312.65,2.133322
312.66,2.13414
312.67,2.133528
312.68,2.135936
312.69,2.141929
312.7,2.147444
312.71,2.149399
312.72,2.14924
312.73,2.150774
312.74,2.155693
312.75,2.161908
312.76,2.166398
312.77,2.168616
312.78,2.170245
312.79,2.171977
312.8,2.172629
312.81,2.171564
312.82,2.170769
312.83,2.172597
312.84,2.176277
312.85,2.179424
312.86,2.181904
312.87,2.185583
312.88,2.190113
312.89,2.192585
